Index,Destination,Coverage,Datatype,DestCode,Origin,OrigCode,y1990,y1995,y2000,y2005,y2010,y2015,y2020,y2024,DestCodeA3,OrigCodeA3,DestContinent,DestPopulation,OrigContinent,OrigPopulation
25273,Peru,,B R,604,China,156,3736,3723,3709,3696,3822,4085,4355,4560,PER,CHN,South America,34401,Asia,1417734
25274,Peru,,B R,604,Japan,392,1641,2033,2437,2840,3229,3634,4151,7153,PER,JPN,South America,34401,Asia,123435
25275,Peru,,B R,604,South Korea,410,445,490,536,582,627,672,738,1313,PER,KOR,South America,34401,Asia,51697
25277,Peru,,B R,604,India,356,11,10,78,153,219,292,384,599,PER,IND,South America,34401,Asia,1457435
25279,Peru,,B R,604,Philippines,608,460,411,363,314,262,215,199,423,PER,PHL,South America,34401,Asia,116316
25280,Peru,,B R,604,Vietnam,704,12,12,12,12,10,34,75,5527,PER,VNM,South America,34401,Asia,101300
25282,Peru,,B R,604,Israel,376,793,700,605,509,397,302,230,570,PER,ISR,South America,34401,Asia,9452
25283,Peru,,B R,604,Palestine,275,50,64,68,89,123,193,280,368,PER,PSE,South America,34401,Asia,5540
25284,Peru,,B R,604,Türkiye,792,12,12,12,21,69,132,297,359,PER,TUR,South America,34401,Asia,87576
25287,Peru,,B R,604,Poland,616,91,116,147,173,198,224,257,437,PER,POL,South America,34401,Europe,38367
25288,Peru,,B R,604,Romania,642,80,104,130,155,180,205,237,404,PER,ROU,South America,34401,Europe,18962
25289,Peru,,B R,604,Russia,643,312,428,476,553,623,697,782,1358,PER,RUS,South America,34401,Europe,144435
25290,Peru,,B R,604,Ukraine,804,28,78,135,191,244,308,384,638,PER,UKR,South America,34401,Europe,38279
25292,Peru,,B R,604,Denmark,208,451,382,316,250,174,110,60,203,PER,DNK,South America,34401,Europe,5991
25293,Peru,,B R,604,Ireland,372,314,278,243,208,170,136,109,253,PER,IRL,South America,34401,Europe,5283
25294,Peru,,B R,604,Sweden,752,349,322,295,268,240,214,197,405,PER,SWE,South America,34401,Europe,10633
25295,Peru,,B R,604,UK,826,567,814,1043,1336,1456,1382,1310,1250,PER,GBR,South America,34401,Europe,69353
25297,Peru,,B R,604,Italy,380,2563,2693,2822,2958,3486,4545,5697,6538,PER,ITA,South America,34401,Europe,59251
25298,Peru,,B R,604,Portugal,620,12,11,1,69,150,234,347,496,PER,PRT,South America,34401,Europe,10420
25299,Peru,,B R,604,Serbia,688,152,246,252,229,207,158,82,137,PER,SRB,South America,34401,Europe,6714
25300,Peru,,B R,604,Spain,724,3318,3672,4018,4397,5632,8252,11229,13320,PER,ESP,South America,34401,Europe,47905
25302,Peru,,B R,604,Austria,40,301,265,230,195,157,122,96,227,PER,AUT,South America,34401,Europe,9117
25303,Peru,,B R,604,Belgium,56,704,661,618,576,532,489,466,932,PER,BEL,South America,34401,Europe,11750
25304,Peru,,B R,604,France,250,915,1229,1524,1889,2039,1955,1872,1804,PER,FRA,South America,34401,Europe,66601
25305,Peru,,B R,604,Germany,276,1571,1865,2149,2476,2473,2185,1912,1680,PER,DEU,South America,34401,Europe,84409
25306,Peru,,B R,604,Netherlands,528,756,715,674,633,591,550,529,1050,PER,NLD,South America,34401,Europe,18292
25307,Peru,,B R,604,Switzerland,756,563,603,643,685,681,638,595,561,PER,CHE,South America,34401,Europe,8946
25310,Peru,,B R,604,Cuba,192,12,413,701,1149,1635,1854,4977,6676,PER,CUB,South America,34401,North America,10959
25311,Peru,,B R,604,Dominican Republic,214,12,12,12,13,266,728,1381,1825,PER,DOM,South America,34401,North America,11475
25312,Peru,,B R,604,Haiti,332,14,23,33,42,60,128,210,256,PER,HTI,South America,34401,North America,11840
25313,Peru,,B R,604,Puerto Rico,630,12,12,13,77,161,257,370,527,PER,PRI,South America,34401,North America,3240
25314,Peru,,B R,604,Saint Kitts and Nevis,659,12,12,12,13,53,301,836,1159,PER,KNA,South America,34401,North America,47
25316,Peru,,B R,604,Costa Rica,188,15,56,155,257,350,450,574,912,PER,CRI,South America,34401,North America,5142
25317,Peru,,B R,604,El Salvador,222,12,12,12,33,142,295,476,615,PER,SLV,South America,34401,North America,6352
25318,Peru,,B R,604,Guatemala,320,12,12,32,109,181,261,355,541,PER,GTM,South America,34401,North America,18548
25319,Peru,,B R,604,Honduras,340,11,7,62,123,177,235,309,481,PER,HND,South America,34401,North America,10916
25320,Peru,,B R,604,Mexico,484,591,794,984,1221,1671,2487,3423,4077,PER,MEX,South America,34401,North America,131414
25321,Peru,,B R,604,Nicaragua,558,13,34,76,124,169,217,286,446,PER,NIC,South America,34401,North America,6962
25322,Peru,,B R,604,Panama,591,273,284,296,308,353,436,545,878,PER,PAN,South America,34401,North America,4544
25324,Peru,,B R,604,Argentina,32,176,1689,5113,8603,11785,15237,19297,30704,PER,ARG,South America,34401,South America,45775
25325,Peru,,B R,604,Bolivia,68,12,12,15,2775,6689,10775,15651,22190,PER,BOL,South America,34401,South America,12498
25326,Peru,,B R,604,Brazil,76,885,1834,2870,3902,4871,5903,7153,11785,PER,BRA,South America,34401,South America,212423
25327,Peru,,B R,604,Chile,152,4264,4889,5478,6150,8006,11830,16170,19221,PER,CHL,South America,34401,South America,19815
25328,Peru,,B R,604,Colombia,170,12,12,20,3226,7426,11815,18217,25477,PER,COL,South America,34401,South America,53163
25329,Peru,,B R,604,Ecuador,218,1419,2000,2541,3228,4366,6215,8458,10046,PER,ECU,South America,34401,South America,18213
25330,Peru,,B R,604,Paraguay,600,12,12,13,274,647,1067,1574,2205,PER,PRY,South America,34401,South America,6972
25331,Peru,,B R,604,Uruguay,858,366,418,469,526,642,842,1065,1224,PER,URY,South America,34401,South America,3386
25332,Peru,,B R,604,Venezuela,862,1185,1648,2081,2626,6301,26036,1016263,1596667,PER,VEN,South America,34401,South America,28460
25334,Peru,,B R,604,Canada,124,1415,1325,1236,1147,1055,967,917,1842,PER,CAN,South America,34401,North America,39946
25335,Peru,,B R,604,USA,840,4896,5987,7033,8261,9277,10026,10796,11392,PER,USA,South America,34401,North America,346374
25338,Peru,,B R,604,Australia,36,737,678,619,561,500,442,404,837,PER,AUS,South America,34401,Oceania,26845
25339,Peru,,B R,604,Others,2003,12347,12645,12605,6889,7749,11592,17893,32265,PER,###,South America,34401,World,0
25356,Suriname,,C R,740,China,156,2055,2538,3135,3836,4526,4915,5446,5913,SUR,CHN,South America,637,Asia,1417734
25359,Suriname,,C R,740,Netherlands,528,1312,1621,2002,2450,2890,3138,3476,3774,SUR,NLD,South America,637,Europe,18292
25362,Suriname,,C R,740,Brazil,76,2100,2594,3204,3921,4626,5023,5566,6044,SUR,BRA,South America,637,South America,212423
25363,Suriname,,C R,740,Guyana,328,5114,6317,7802,9548,11264,12232,13557,14720,SUR,GUY,South America,637,South America,834
25364,Suriname,,C R,740,Others,2003,7502,9250,11363,13907,16407,17819,19756,21451,SUR,###,South America,637,World,0
25381,Uruguay,,B R,858,Poland,616,4067,2465,1318,1220,1130,1166,1390,1792,URY,POL,South America,3386,Europe,38367
25382,Uruguay,,B R,858,Romania,642,811,748,690,639,592,611,728,939,URY,ROU,South America,3386,Europe,18962
25384,Uruguay,,B R,858,UK,826,535,523,513,475,440,454,541,698,URY,GBR,South America,3386,Europe,69353
25386,Uruguay,,B R,858,Italy,380,15780,14943,13403,8155,7095,7327,8744,11274,URY,ITA,South America,3386,Europe,59251
25387,Uruguay,,B R,858,Portugal,620,1216,877,633,586,543,560,668,861,URY,PRT,South America,3386,Europe,10420
25388,Uruguay,,B R,858,Spain,724,34478,29447,24303,18858,15718,16232,19374,24980,URY,ESP,South America,3386,Europe,47905
25390,Uruguay,,B R,858,France,250,865,840,816,493,456,470,560,722,URY,FRA,South America,3386,Europe,66601
25391,Uruguay,,B R,858,Germany,276,2573,2205,1563,1447,1341,1384,1651,2129,URY,DEU,South America,3386,Europe,84409
25394,Uruguay,,B R,858,Mexico,484,719,657,602,557,516,532,635,819,URY,MEX,South America,3386,North America,131414
25396,Uruguay,,B R,858,Argentina,32,14559,17970,21691,25992,26782,27662,33022,42578,URY,ARG,South America,3386,South America,45775
25397,Uruguay,,B R,858,Brazil,76,10581,11084,11507,12923,11978,12369,14762,19034,URY,BRA,South America,3386,South America,212423
25398,Uruguay,,B R,858,Chile,152,1161,1299,1455,1347,1248,1288,1536,1980,URY,CHL,South America,3386,South America,19815
25399,Uruguay,,B R,858,Paraguay,600,1241,1199,1160,1074,995,1027,1225,1579,URY,PRY,South America,3386,South America,6972
25400,Uruguay,,B R,858,Peru,604,555,240,104,96,88,90,106,137,URY,PER,South America,3386,South America,34401
25401,Uruguay,,B R,858,Venezuela,862,773,713,659,610,565,583,14908,39689,URY,VEN,South America,3386,South America,28460
25403,Uruguay,,B R,858,Canada,124,427,389,355,328,304,313,372,480,URY,CAN,South America,3386,North America,39946
25404,Uruguay,,B R,858,USA,840,1525,1036,705,652,604,623,743,958,URY,USA,South America,3386,North America,346374
25405,Uruguay,,B R,858,Others,2003,6250,6793,7397,6865,5908,6108,7302,9415,URY,###,South America,3386,World,0
25432,Venezuela,,B R,862,Eritrea,232,25,24,24,25,27,28,25,24,VEN,ERI,South America,28460,Africa,3569
25433,Venezuela,,B R,862,Ethiopia,231,29,28,28,29,33,35,32,31,VEN,ETH,South America,28460,Africa,133765
25434,Venezuela,,B R,862,Mozambique,508,47,46,46,48,50,53,48,46,VEN,MOZ,South America,28460,Africa,35134
25435,Venezuela,,B R,862,Zimbabwe,716,14,13,13,13,15,15,13,12,VEN,ZWE,South America,28460,Africa,16790
25437,Venezuela,,B R,862,Angola,24,167,164,161,169,180,188,176,168,VEN,AGO,South America,28460,Africa,38459
25439,Venezuela,,B R,862,Algeria,12,84,82,81,84,90,95,89,85,VEN,DZA,South America,28460,Africa,47132
25440,Venezuela,,B R,862,Egypt,818,472,350,258,225,198,185,173,165,VEN,EGY,South America,28460,Africa,117498
25441,Venezuela,,B R,862,Libya,434,124,122,119,124,131,135,126,120,VEN,LBY,South America,28460,Africa,7420
25442,Venezuela,,B R,862,Morocco,504,1551,1297,1075,1035,1006,1008,949,905,VEN,MAR,South America,28460,Africa,38261
25443,Venezuela,,B R,862,Tunisia,788,13,12,12,12,13,14,12,11,VEN,TUN,South America,28460,Africa,12314
25445,Venezuela,,B R,862,South Africa,710,70,67,65,67,69,71,66,63,VEN,ZAF,South America,28460,Africa,64386
25447,Venezuela,,B R,862,Ghana,288,28,27,27,28,31,33,30,29,VEN,GHA,South America,28460,Africa,34746
25448,Venezuela,,B R,862,Nigeria,566,89,87,86,90,100,105,97,93,VEN,NGA,South America,28460,Africa,235088
25449,Venezuela,,B R,862,Senegal,686,13,12,12,12,13,14,12,11,VEN,SEN,South America,28460,Africa,18716
25452,Venezuela,,B R,862,China,156,6458,8067,9988,11278,12864,13865,13071,12470,VEN,CHN,South America,28460,Asia,1417734
25453,Venezuela,,B R,862,Hong Kong,344,507,500,490,515,547,573,539,514,VEN,HKG,South America,28460,Asia,7397
25454,Venezuela,,B R,862,North Korea,408,41,40,40,41,44,46,43,41,VEN,PRK,South America,28460,Asia,26537
25455,Venezuela,,B R,862,Japan,392,763,590,452,408,373,359,337,322,VEN,JPN,South America,28460,Asia,123435
25456,Venezuela,,B R,862,South Korea,410,245,242,237,249,265,277,260,248,VEN,KOR,South America,28460,Asia,51697
25458,Venezuela,,B R,862,India,356,229,226,221,232,246,258,242,231,VEN,IND,South America,28460,Asia,1457435
25459,Venezuela,,B R,862,Iran,364,201,154,118,105,98,90,84,80,VEN,IRN,South America,28460,Asia,92021
25460,Venezuela,,B R,862,Pakistan,586,12,11,11,11,13,14,12,11,VEN,PAK,South America,28460,Asia,253203
25462,Venezuela,,B R,862,Indonesia,360,52,51,51,53,56,59,54,52,VEN,IDN,South America,28460,Asia,284622
25463,Venezuela,,B R,862,Malaysia,458,30,29,29,30,32,34,31,30,VEN,MYS,South America,28460,Asia,35771
25464,Venezuela,,B R,862,Philippines,608,143,141,138,144,153,161,150,143,VEN,PHL,South America,28460,Asia,116316
25465,Venezuela,,B R,862,Singapore,702,16,15,15,15,17,18,16,15,VEN,SGP,South America,28460,Asia,5852
25466,Venezuela,,B R,862,Thailand,764,62,61,60,62,66,70,65,62,VEN,THA,South America,28460,Asia,71647
25467,Venezuela,,B R,862,Vietnam,704,10,10,10,10,11,12,10,10,VEN,VNM,South America,28460,Asia,101300
25469,Venezuela,,B R,862,Armenia,51,30,29,29,30,32,34,31,30,VEN,ARM,South America,28460,Asia,2963
25470,Venezuela,,B R,862,Cyprus,196,14,13,13,13,15,15,13,12,VEN,CYP,South America,28460,Asia,1365
25471,Venezuela,,B R,862,Georgia,268,12,11,11,11,12,13,11,10,VEN,GEO,South America,28460,Asia,3808
25472,Venezuela,,B R,862,Iraq,368,68,67,66,69,74,79,73,70,VEN,IRQ,South America,28460,Asia,46526
25473,Venezuela,,B R,862,Israel,376,1035,792,601,538,487,468,440,420,VEN,ISR,South America,28460,Asia,9452
25474,Venezuela,,B R,862,Jordan,400,462,350,264,235,211,200,186,177,VEN,JOR,South America,28460,Asia,11575
25475,Venezuela,,B R,862,Kuwait,414,63,62,61,63,67,71,66,63,VEN,KWT,South America,28460,Asia,4985
25476,Venezuela,,B R,862,Lebanon,422,7601,7179,6718,6927,7215,7486,7056,6732,VEN,LBN,South America,28460,Asia,5826
25477,Venezuela,,B R,862,Saudi Arabia,682,894,1045,1212,1346,1511,1618,1524,1454,VEN,SAU,South America,28460,Asia,34264
25478,Venezuela,,B R,862,Palestine,275,425,419,410,431,459,481,453,432,VEN,PSE,South America,28460,Asia,5540
25479,Venezuela,,B R,862,Syria,760,13833,13662,13367,14055,14929,15632,14737,14059,VEN,SYR,South America,28460,Asia,25171
25480,Venezuela,,B R,862,Türkiye,792,115,113,111,116,124,132,123,117,VEN,TUR,South America,28460,Asia,87576
25483,Venezuela,,B R,862,Bulgaria,100,126,124,122,127,135,142,133,127,VEN,BGR,South America,28460,Europe,6737
25484,Venezuela,,B R,862,Czechia,203,332,327,321,337,358,376,353,337,VEN,CZE,South America,28460,Europe,10680
25485,Venezuela,,B R,862,Hungary,348,908,896,878,923,980,1027,966,922,VEN,HUN,South America,28460,Europe,9663
25486,Venezuela,,B R,862,Poland,616,803,793,779,819,870,911,858,819,VEN,POL,South America,28460,Europe,38367
25487,Venezuela,,B R,862,Romania,642,774,764,748,786,834,874,823,785,VEN,ROU,South America,28460,Europe,18962
25488,Venezuela,,B R,862,Russia,643,597,589,576,605,643,674,635,606,VEN,RUS,South America,28460,Europe,144435
25489,Venezuela,,B R,862,Slovakia,703,21,20,20,20,22,24,22,21,VEN,SVK,South America,28460,Europe,5494
25490,Venezuela,,B R,862,Ukraine,804,187,184,180,189,201,211,197,188,VEN,UKR,South America,28460,Europe,38279
25492,Venezuela,,B R,862,Denmark,208,128,126,124,129,137,145,136,130,VEN,DNK,South America,28460,Europe,5991
25493,Venezuela,,B R,862,Estonia,233,46,45,45,46,49,52,47,45,VEN,EST,South America,28460,Europe,1354
25494,Venezuela,,B R,862,Finland,246,64,63,62,64,68,72,67,64,VEN,FIN,South America,28460,Europe,5623
25495,Venezuela,,B R,862,Ireland,372,55,54,53,55,58,62,57,54,VEN,IRL,South America,28460,Europe,5283
25496,Venezuela,,B R,862,Latvia,428,124,122,121,125,133,140,131,125,VEN,LVA,South America,28460,Europe,1864
25497,Venezuela,,B R,862,Lithuania,440,130,128,126,132,140,147,136,130,VEN,LTU,South America,28460,Europe,2851
25498,Venezuela,,B R,862,Norway,578,80,78,77,80,86,90,84,80,VEN,NOR,South America,28460,Europe,5604
25499,Venezuela,,B R,862,Sweden,752,231,180,140,127,117,114,106,101,VEN,SWE,South America,28460,Europe,10633
25500,Venezuela,,B R,862,UK,826,1881,1761,1635,1679,1742,1803,1699,1621,VEN,GBR,South America,28460,Europe,69353
25502,Venezuela,,B R,862,Albania,8,17,16,16,16,18,19,17,16,VEN,ALB,South America,28460,Europe,2782
25503,Venezuela,,B R,862,Bosnia and Herzegovina,70,21,20,20,20,22,24,22,21,VEN,BIH,South America,28460,Europe,3153
25504,Venezuela,,B R,862,Croatia,191,363,358,351,368,391,410,385,367,VEN,HRV,South America,28460,Europe,3861
25505,Venezuela,,B R,862,Greece,300,1092,922,772,747,731,735,691,659,VEN,GRC,South America,28460,Europe,9959
25506,Venezuela,,B R,862,Italy,380,64792,57175,49982,49767,50056,51068,48148,45934,VEN,ITA,South America,28460,Europe,59251
25507,Venezuela,,B R,862,Montenegro,499,241,238,233,244,260,272,255,243,VEN,MNE,South America,28460,Europe,638
25508,Venezuela,,B R,862,Portugal,620,71582,62567,54176,53646,53659,54591,51471,49104,VEN,PRT,South America,28460,Europe,10420
25509,Venezuela,,B R,862,Serbia,688,730,720,711,746,792,830,781,745,VEN,SRB,South America,28460,Europe,6714
25510,Venezuela,,B R,862,Slovenia,705,91,89,88,92,98,103,95,91,VEN,SVN,South America,28460,Europe,2118
25511,Venezuela,,B R,862,Spain,724,109078,92458,77650,75453,74051,74582,70318,67085,VEN,ESP,South America,28460,Europe,47905
25513,Venezuela,,B R,862,Austria,40,1020,908,802,802,811,828,779,743,VEN,AUT,South America,28460,Europe,9117
25514,Venezuela,,B R,862,Belgium,56,514,450,392,388,389,395,370,353,VEN,BEL,South America,28460,Europe,11750
25515,Venezuela,,B R,862,France,250,4664,4149,3657,3657,3695,3777,3559,3395,VEN,FRA,South America,28460,Europe,66601
25516,Venezuela,,B R,862,Germany,276,4895,4432,3977,4016,4098,4211,3968,3786,VEN,DEU,South America,28460,Europe,84409
25517,Venezuela,,B R,862,Netherlands,528,649,628,603,628,661,690,649,619,VEN,NLD,South America,28460,Europe,18292
25518,Venezuela,,B R,862,Switzerland,756,854,749,652,647,649,661,622,593,VEN,CHE,South America,28460,Europe,8946
25521,Venezuela,,B R,862,Aruba,533,430,424,415,436,463,486,457,436,VEN,ABW,South America,28460,North America,108
25522,Venezuela,,B R,862,Barbados,52,241,142,83,43,23,7,5,5,VEN,BRB,South America,28460,North America,283
25523,Venezuela,,B R,862,"Bonaire, Sint Eustatius and Saba",535,45,44,43,46,48,51,47,45,VEN,BES,South America,28460,North America,31
25524,Venezuela,,B R,862,Cuba,192,11559,10603,9928,10372,10941,11423,10769,10274,VEN,CUB,South America,28460,North America,10959
25525,Venezuela,,B R,862,Curaçao,531,636,627,615,645,686,718,677,646,VEN,CUW,South America,28460,North America,186
25526,Venezuela,,B R,862,Dominica,212,200,40,8,4,2,0,0,0,VEN,DMA,South America,28460,North America,66
25527,Venezuela,,B R,862,Dominican Republic,214,18280,16240,14293,14286,14423,14743,13899,13260,VEN,DOM,South America,28460,North America,11475
25528,Venezuela,,B R,862,Grenada,308,436,321,235,202,176,163,152,145,VEN,GRD,South America,28460,North America,117
25529,Venezuela,,B R,862,Haiti,332,2013,1824,1689,1750,1831,1900,1790,1708,VEN,HTI,South America,28460,North America,11840
25530,Venezuela,,B R,862,Jamaica,388,220,167,126,111,99,95,89,85,VEN,JAM,South America,28460,North America,2839
25531,Venezuela,,B R,862,Martinique,474,38,37,36,37,40,43,40,38,VEN,MTQ,South America,28460,North America,342
25532,Venezuela,,B R,862,Puerto Rico,630,912,701,534,480,437,419,393,375,VEN,PRI,South America,28460,North America,3240
25533,Venezuela,,B R,862,Saint Lucia,662,65,40,25,15,10,6,4,4,VEN,LCA,South America,28460,North America,180
25534,Venezuela,,B R,862,Saint Vincent and the Grenadines,670,107,105,103,108,115,121,113,108,VEN,VCT,South America,28460,North America,100
25535,Venezuela,,B R,862,Sint Maarten (Dutch part),534,226,224,218,230,244,256,240,229,VEN,SXM,South America,28460,North America,44
25536,Venezuela,,B R,862,Trinidad and Tobago,780,3611,3174,2765,2746,2756,2808,2646,2524,VEN,TTO,South America,28460,North America,1510
25538,Venezuela,,B R,862,Belize,84,18,17,17,17,19,20,18,17,VEN,BLZ,South America,28460,North America,420
25539,Venezuela,,B R,862,Costa Rica,188,1661,1405,1178,1142,1120,1127,1061,1012,VEN,CRI,South America,28460,North America,5142
25540,Venezuela,,B R,862,El Salvador,222,1017,965,908,937,978,1015,956,912,VEN,SLV,South America,28460,North America,6352
25541,Venezuela,,B R,862,Guatemala,320,579,501,433,425,422,428,402,384,VEN,GTM,South America,28460,North America,18548
25542,Venezuela,,B R,862,Honduras,340,437,369,309,299,293,294,275,262,VEN,HND,South America,28460,North America,10916
25543,Venezuela,,B R,862,Mexico,484,2886,3012,3115,3344,3627,3831,3610,3444,VEN,MEX,South America,28460,North America,131414
25544,Venezuela,,B R,862,Nicaragua,558,2526,2193,1934,1953,1992,2045,1927,1838,VEN,NIC,South America,28460,North America,6962
25545,Venezuela,,B R,862,Panama,591,1470,1203,976,925,886,880,828,790,VEN,PAN,South America,28460,North America,4544
25547,Venezuela,,B R,862,Argentina,32,9483,9138,8724,9078,9542,9944,9374,8943,VEN,ARG,South America,28460,South America,45775
25548,Venezuela,,B R,862,Bolivia,68,2224,2031,1838,1864,1910,1967,1853,1768,VEN,BOL,South America,28460,South America,12498
25549,Venezuela,,B R,862,Brazil,76,4323,4590,4828,5214,5689,6026,5680,5419,VEN,BRA,South America,28460,South America,212423
25550,Venezuela,,B R,862,Chile,152,22198,18675,15733,15347,15123,15263,14390,13728,VEN,CHL,South America,28460,South America,19815
25551,Venezuela,,B R,862,Colombia,170,555578,588323,617257,672292,929944,973315,917753,875552,VEN,COL,South America,28460,South America,53163
25552,Venezuela,,B R,862,Ecuador,218,24600,26835,28999,31597,34782,36973,34858,33255,VEN,ECU,South America,28460,South America,18213
25553,Venezuela,,B R,862,French Guiana,254,26,25,25,26,28,30,27,26,VEN,GUF,South America,28460,South America,311
25554,Venezuela,,B R,862,Guyana,328,4601,5577,6698,7511,8510,9149,8624,8227,VEN,GUY,South America,28460,South America,834
25555,Venezuela,,B R,862,Paraguay,600,359,294,239,226,217,214,200,191,VEN,PRY,South America,28460,South America,6972
25556,Venezuela,,B R,862,Peru,604,29635,32973,36348,39846,44126,47007,44319,42281,VEN,PER,South America,28460,South America,34401
25557,Venezuela,,B R,862,Suriname,740,106,80,61,54,48,46,43,41,VEN,SUR,South America,28460,South America,637
25558,Venezuela,,B R,862,Uruguay,858,6076,5364,4692,4672,4700,4795,4519,4311,VEN,URY,South America,28460,South America,3386
25560,Venezuela,,B R,862,Canada,124,981,977,964,1016,1083,1136,1070,1021,VEN,CAN,South America,28460,North America,39946
25561,Venezuela,,B R,862,USA,840,11639,10925,10159,10445,10848,11242,10598,10111,VEN,USA,South America,28460,North America,346374
25564,Venezuela,,B R,862,Australia,36,131,129,127,133,141,148,137,131,VEN,AUS,South America,28460,Oceania,26845
25565,Venezuela,,B R,862,New Zealand,554,16,15,15,15,17,18,16,15,VEN,NZL,South America,28460,Oceania,5234
25566,Venezuela,,B R,862,Others,2003,283,1324,226,157,177,192,279,266,VEN,###,South America,28460,World,0
25776,Bermuda,33,B,60,South Africa,710,33,62,76,140,212,227,287,293,BMU,ZAF,North America,65,Africa,64386
25778,Bermuda,33,B,60,Ghana,288,17,32,40,35,29,25,20,20,BMU,GHA,North America,65,Africa,34746
25779,Bermuda,33,B,60,Nigeria,566,25,47,58,47,33,39,34,35,BMU,NGA,North America,65,Africa,235088
25782,Bermuda,33,B,60,China,156,85,128,145,96,40,65,54,55,BMU,CHN,North America,65,Asia,1417734
25783,Bermuda,33,B,60,Japan,392,109,188,227,136,31,45,30,31,BMU,JPN,North America,65,Asia,123435
25785,Bermuda,33,B,60,India,356,156,220,242,336,445,493,572,585,BMU,IND,North America,65,Asia,1457435
25786,Bermuda,33,B,60,Pakistan,586,13,18,19,18,17,26,29,30,BMU,PAK,North America,65,Asia,253203
25788,Bermuda,33,B,60,Malaysia,458,13,18,19,33,49,42,48,49,BMU,MYS,North America,65,Asia,35771
25789,Bermuda,33,B,60,Philippines,608,92,142,345,708,1126,1302,1782,1821,BMU,PHL,North America,65,Asia,116316
25791,Bermuda,33,B,60,Israel,376,15,24,28,23,16,13,9,9,BMU,ISR,North America,65,Asia,9452
25792,Bermuda,33,B,60,Türkiye,792,26,43,51,30,7,9,6,6,BMU,TUR,North America,65,Asia,87576
25795,Bermuda,33,B,60,Poland,616,25,27,24,28,31,36,39,40,BMU,POL,North America,65,Europe,38367
25796,Bermuda,33,B,60,Romania,642,14,17,16,37,61,89,137,140,BMU,ROU,North America,65,Europe,18962
25798,Bermuda,33,B,60,Denmark,208,23,26,23,24,24,20,18,18,BMU,DNK,North America,65,Europe,5991
25799,Bermuda,33,B,60,Ireland,372,87,91,80,168,268,285,377,385,BMU,IRL,North America,65,Europe,5283
25800,Bermuda,33,B,60,UK,826,4590,4726,4131,4048,3945,4066,3877,3963,BMU,GBR,North America,65,Europe,69353
25802,Bermuda,33,B,60,Greece,300,100,101,87,48,5,4,2,2,BMU,GRC,North America,65,Europe,9959
25803,Bermuda,33,B,60,Italy,380,81,79,138,125,109,118,108,110,BMU,ITA,North America,65,Europe,59251
25804,Bermuda,33,B,60,Portugal,620,1530,1647,1493,1533,1575,1632,1600,1635,BMU,PRT,North America,65,Europe,10420
25805,Bermuda,33,B,60,Spain,724,94,102,94,63,28,38,30,31,BMU,ESP,North America,65,Europe,47905
25807,Bermuda,33,B,60,Austria,40,26,27,23,30,38,42,47,48,BMU,AUT,North America,65,Europe,9117
25808,Bermuda,33,B,60,Belgium,56,18,19,17,20,22,10,6,6,BMU,BEL,North America,65,Europe,11750
25809,Bermuda,33,B,60,France,250,106,114,105,92,79,101,99,101,BMU,FRA,North America,65,Europe,66601
25810,Bermuda,33,B,60,Germany,276,228,231,151,158,166,164,158,161,BMU,DEU,North America,65,Europe,84409
25811,Bermuda,33,B,60,Switzerland,756,117,118,102,81,57,63,54,55,BMU,CHE,North America,65,Europe,8946
25814,Bermuda,33,B,60,Cuba,192,11,15,16,21,26,24,24,25,BMU,CUB,North America,65,North America,10959
25815,Bermuda,33,B,60,Dominican Republic,214,9,11,11,53,102,128,233,238,BMU,DOM,North America,65,North America,11475
25816,Bermuda,33,B,60,Haiti,332,1028,1160,1103,595,11,10,3,3,BMU,HTI,North America,65,North America,11840
25817,Bermuda,33,B,60,Jamaica,388,316,374,980,1199,1448,1537,1658,1694,BMU,JAM,North America,65,North America,2839
25818,Bermuda,33,B,60,Trinidad and Tobago,780,34,41,163,200,241,218,219,224,BMU,TTO,North America,65,North America,1510
25819,Bermuda,33,B,60,Turks and Caicos Islands,796,158,136,96,54,4,2,1,1,BMU,TCA,North America,65,North America,47
25821,Bermuda,33,B,60,Guyana,328,51,61,60,75,91,90,95,97,BMU,GUY,North America,65,South America,834
25823,Bermuda,33,B,60,Canada,124,2295,2437,2183,2211,2233,2154,2032,2076,BMU,CAN,North America,65,North America,39946
25824,Bermuda,33,B,60,USA,840,3468,3454,2916,3157,3428,3572,3606,3685,BMU,USA,North America,65,North America,346374
25827,Bermuda,33,B,60,Australia,36,37,44,43,70,102,133,176,180,BMU,AUS,North America,65,Oceania,26845
25828,Bermuda,33,B,60,Others,2003,653,696,2379,2416,2448,2390,2269,2319,BMU,###,North America,65,World,0
25856,Canada,,B,124,Burundi,108,413,921,1901,3903,6380,8713,12307,16563,CAN,BDI,North America,39946,Africa,14221
25857,Canada,,B,124,Eritrea,232,2333,3228,4468,5961,7795,14071,28286,42246,CAN,ERI,North America,39946,Africa,3569
25858,Canada,,B,124,Ethiopia,231,10757,12078,13439,19004,24429,32619,40363,46425,CAN,ETH,North America,39946,Africa,133765
25859,Canada,,B,124,Kenya,404,16283,17840,19504,22174,25192,28317,29160,29988,CAN,KEN,North America,39946,Africa,56981
25860,Canada,,B,124,Mauritius,480,5160,5784,6414,9271,12913,16346,17915,20173,CAN,MUS,North America,39946,Africa,1270
